name,region,indicator,month,value
Mtsambama,Shiselweni,chirps,Oct 25,12.846
Mtsambama,Shiselweni,chirps,Nov 25,68.6
Mtsambama,Shiselweni,chirps,Dec 25,68.64
Mtsambama,Shiselweni,chirps,Jan 26,68.68
Mtsambama,Shiselweni,chirps,Feb 26,68.72
Mtsambama,Shiselweni,chirps,Mar 26,68.76
Mtsambama,Shiselweni,chirps,Apr 26,55.48
Mtsambama,Shiselweni,chirps,May 26,8.254
Mtsambama,Shiselweni,ndvi,Jun 25,0.348
Mtsambama,Shiselweni,ndvi,Jul 25,0.348
Mtsambama,Shiselweni,ndvi,Aug 25,0.348
Mtsambama,Shiselweni,ndvi,Sep 25,0.348
Mtsambama,Shiselweni,ndvi,Oct 25,0.348
Mtsambama,Shiselweni,ndvi,Nov 25,0.588
Mtsambama,Shiselweni,ndvi,Dec 25,0.588
Mtsambama,Shiselweni,ndvi,Jan 26,0.588
Mtsambama,Shiselweni,ndvi,Feb 26,0.587
Mtsambama,Shiselweni,ndvi,Mar 26,0.587
Mtsambama,Shiselweni,ndvi,Apr 26,0.573
Mtsambama,Shiselweni,ndvi,May 26,0.333
Mtsambama,Shiselweni,lst,Jun 25,30.573
Mtsambama,Shiselweni,lst,Jul 25,30.576
Mtsambama,Shiselweni,lst,Aug 25,30.579
Mtsambama,Shiselweni,lst,Sep 25,30.582
Mtsambama,Shiselweni,lst,Oct 25,30.585
Mtsambama,Shiselweni,lst,Nov 25,24.588
Mtsambama,Shiselweni,lst,Dec 25,24.591
Mtsambama,Shiselweni,lst,Jan 26,24.594
Mtsambama,Shiselweni,lst,Feb 26,24.597
Mtsambama,Shiselweni,lst,Mar 26,24.6
Mtsambama,Shiselweni,lst,Apr 26,26.088
Mtsambama,Shiselweni,lst,May 26,32.085
Mtsambama,Shiselweni,smap,Jun 25,0.102
Mtsambama,Shiselweni,smap,Jul 25,0.102
Mtsambama,Shiselweni,smap,Aug 25,0.102
Mtsambama,Shiselweni,smap,Sep 25,0.102
Mtsambama,Shiselweni,smap,Oct 25,0.102
Mtsambama,Shiselweni,smap,Nov 25,0.272
Mtsambama,Shiselweni,smap,Dec 25,0.272
Mtsambama,Shiselweni,smap,Jan 26,0.272
Mtsambama,Shiselweni,smap,Feb 26,0.272
Mtsambama,Shiselweni,smap,Mar 26,0.272
Mtsambama,Shiselweni,smap,Apr 26,0.244
Mtsambama,Shiselweni,smap,May 26,0.074
Mtsambama,Shiselweni,precip_station,Jun 25,7.693
Mtsambama,Shiselweni,precip_station,Jul 25,7.706
Mtsambama,Shiselweni,precip_station,Aug 25,7.719
Mtsambama,Shiselweni,precip_station,Sep 25,7.732
Mtsambama,Shiselweni,precip_station,Oct 25,7.745
Mtsambama,Shiselweni,precip_station,Nov 25,47.187
Mtsambama,Shiselweni,precip_station,Dec 25,47.23
Mtsambama,Shiselweni,precip_station,Jan 26,47.274
Mtsambama,Shiselweni,precip_station,Feb 26,47.317
Mtsambama,Shiselweni,precip_station,Mar 26,47.361
Mtsambama,Shiselweni,precip_station,Apr 26,71.315
Mtsambama,Shiselweni,precip_station,May 26,15.086
Mtsambama,Shiselweni,tmax,Jun 25,32.796
Mtsambama,Shiselweni,tmax,Jul 25,32.794
Mtsambama,Shiselweni,tmax,Aug 25,32.792
Mtsambama,Shiselweni,tmax,Sep 25,32.79
Mtsambama,Shiselweni,tmax,Oct 25,32.788
Mtsambama,Shiselweni,tmax,Nov 25,27.786
Mtsambama,Shiselweni,tmax,Dec 25,27.784
Mtsambama,Shiselweni,tmax,Jan 26,27.782
Mtsambama,Shiselweni,tmax,Feb 26,27.78
Mtsambama,Shiselweni,tmax,Mar 26,27.778
Mtsambama,Shiselweni,tmax,Apr 26,27.262
Mtsambama,Shiselweni,tmax,May 26,32.264
Mtsambama,Shiselweni,tmin,Jun 25,10.032
Mtsambama,Shiselweni,tmin,Jul 25,10.03
Mtsambama,Shiselweni,tmin,Aug 25,10.028
Mtsambama,Shiselweni,tmin,Sep 25,10.026
Mtsambama,Shiselweni,tmin,Oct 25,10.024
Mtsambama,Shiselweni,tmin,Nov 25,15.022
Mtsambama,Shiselweni,tmin,Dec 25,15.02
Mtsambama,Shiselweni,tmin,Jan 26,15.018
Mtsambama,Shiselweni,tmin,Feb 26,15.016
Mtsambama,Shiselweni,tmin,Mar 26,15.014
Mtsambama,Shiselweni,tmin,Apr 26,16.474
Mtsambama,Shiselweni,tmin,May 26,11.476
Mtsambama,Shiselweni,spi3,Jun 25,-0.213
Mtsambama,Shiselweni,spi3,Jul 25,-0.287
Mtsambama,Shiselweni,spi3,Aug 25,-0.36
Mtsambama,Shiselweni,spi3,Sep 25,-0.433
Mtsambama,Shiselweni,spi3,Oct 25,-0.506
Mtsambama,Shiselweni,spi3,Nov 25,-0.58
Mtsambama,Shiselweni,spi3,Dec 25,-0.653
Mtsambama,Shiselweni,spi3,Jan 26,-0.726
Mtsambama,Shiselweni,spi3,Feb 26,-0.799
Mtsambama,Shiselweni,spi3,Mar 26,-0.873
Mtsambama,Shiselweni,spi3,Apr 26,-0.549
Mtsambama,Shiselweni,spi3,May 26,-0.621
Mtsambama,Shiselweni,iks_submissions,Jun 25,5
Mtsambama,Shiselweni,iks_submissions,Jul 25,6
Mtsambama,Shiselweni,iks_submissions,Aug 25,6
Mtsambama,Shiselweni,iks_submissions,Sep 25,7
Mtsambama,Shiselweni,iks_submissions,Oct 25,7
Mtsambama,Shiselweni,iks_submissions,Nov 25,8
Mtsambama,Shiselweni,iks_submissions,Dec 25,8
Mtsambama,Shiselweni,iks_submissions,Jan 26,9
Mtsambama,Shiselweni,iks_submissions,Feb 26,9
Mtsambama,Shiselweni,iks_submissions,Mar 26,10
Mtsambama,Shiselweni,iks_submissions,Apr 26,11
Mtsambama,Shiselweni,iks_submissions,May 26,11
Mtsambama,Shiselweni,iks_drought,Jun 25,3
Mtsambama,Shiselweni,iks_drought,Jul 25,3
Mtsambama,Shiselweni,iks_drought,Aug 25,4
Mtsambama,Shiselweni,iks_drought,Sep 25,4
Mtsambama,Shiselweni,iks_drought,Oct 25,4
Mtsambama,Shiselweni,iks_drought,Nov 25,4
Mtsambama,Shiselweni,iks_drought,Dec 25,5
Mtsambama,Shiselweni,iks_drought,Jan 26,5
Mtsambama,Shiselweni,iks_drought,Feb 26,5
Mtsambama,Shiselweni,iks_drought,Mar 26,5
Mtsambama,Shiselweni,iks_drought,Apr 26,7
Mtsambama,Shiselweni,iks_drought,May 26,7
Mbangweni,Shiselweni,chirps,Jun 25,15.54
Mbangweni,Shiselweni,chirps,Jul 25,15.554
Mbangweni,Shiselweni,chirps,Aug 25,15.568
Mbangweni,Shiselweni,chirps,Sep 25,15.582
Mbangweni,Shiselweni,chirps,Oct 25,15.596
Mbangweni,Shiselweni,chirps,Nov 25,70.6
Mbangweni,Shiselweni,chirps,Dec 25,70.64
Mbangweni,Shiselweni,chirps,Jan 26,70.68
Mbangweni,Shiselweni,chirps,Feb 26,70.72
Mbangweni,Shiselweni,chirps,Mar 26,70.76
Mbangweni,Shiselweni,chirps,Apr 26,44.84
Mbangweni,Shiselweni,chirps,May 26,6.608
Mbangweni,Shiselweni,ndvi,Jun 25,0.244
Mbangweni,Shiselweni,ndvi,Jul 25,0.244
Mbangweni,Shiselweni,ndvi,Aug 25,0.244
Mbangweni,Shiselweni,ndvi,Sep 25,0.245
Mbangweni,Shiselweni,ndvi,Oct 25,0.245
Mbangweni,Shiselweni,ndvi,Nov 25,0.485
Mbangweni,Shiselweni,ndvi,Dec 25,0.485
Mbangweni,Shiselweni,ndvi,Jan 26,0.485
Mbangweni,Shiselweni,ndvi,Feb 26,0.485
Mbangweni,Shiselweni,ndvi,Mar 26,0.485
Mbangweni,Shiselweni,ndvi,Apr 26,0.499
Mbangweni,Shiselweni,ndvi,May 26,0.259
Mbangweni,Shiselweni,lst,Jun 25,33.036
Mbangweni,Shiselweni,lst,Jul 25,33.039
Mbangweni,Shiselweni,lst,Aug 25,33.042
Mbangweni,Shiselweni,lst,Sep 25,33.045
Mbangweni,Shiselweni,lst,Oct 25,33.048
Mbangweni,Shiselweni,lst,Nov 25,27.051
Mbangweni,Shiselweni,lst,Dec 25,27.054
Mbangweni,Shiselweni,lst,Jan 26,27.057
Mbangweni,Shiselweni,lst,Feb 26,27.06
Mbangweni,Shiselweni,lst,Mar 26,27.063
Mbangweni,Shiselweni,lst,Apr 26,25.287
Mbangweni,Shiselweni,lst,May 26,31.29
Mbangweni,Shiselweni,smap,Jun 25,0.084
Mbangweni,Shiselweni,smap,Jul 25,0.084
Mbangweni,Shiselweni,smap,Aug 25,0.084
Mbangweni,Shiselweni,smap,Sep 25,0.084
Mbangweni,Shiselweni,smap,Oct 25,0.084
Mbangweni,Shiselweni,smap,Nov 25,0.254
Mbangweni,Shiselweni,smap,Dec 25,0.254
Mbangweni,Shiselweni,smap,Jan 26,0.254
Mbangweni,Shiselweni,smap,Feb 26,0.255
Mbangweni,Shiselweni,smap,Mar 26,0.255
Mbangweni,Shiselweni,smap,Apr 26,0.251
Mbangweni,Shiselweni,smap,May 26,0.081
Mbangweni,Shiselweni,precip_station,Jun 25,9.505
Mbangweni,Shiselweni,precip_station,Jul 25,9.491
Mbangweni,Shiselweni,precip_station,Aug 25,9.477
Mbangweni,Shiselweni,precip_station,Sep 25,9.463
Mbangweni,Shiselweni,precip_station,Oct 25,9.449
Mbangweni,Shiselweni,precip_station,Nov 25,48.589
Mbangweni,Shiselweni,precip_station,Dec 25,48.544
Mbangweni,Shiselweni,precip_station,Jan 26,48.499
Mbangweni,Shiselweni,precip_station,Feb 26,48.454
Mbangweni,Shiselweni,precip_station,Mar 26,48.409
Mbangweni,Shiselweni,precip_station,Apr 26,54.099
Mbangweni,Shiselweni,precip_station,May 26,11.16
Mbangweni,Shiselweni,tmax,Jun 25,33.954
Mbangweni,Shiselweni,tmax,Jul 25,33.956
Mbangweni,Shiselweni,tmax,Aug 25,33.958
Mbangweni,Shiselweni,tmax,Sep 25,33.96
Mbangweni,Shiselweni,tmax,Oct 25,33.962
Mbangweni,Shiselweni,tmax,Nov 25,28.964
Mbangweni,Shiselweni,tmax,Dec 25,28.966
Mbangweni,Shiselweni,tmax,Jan 26,28.968
Mbangweni,Shiselweni,tmax,Feb 26,28.97
Mbangweni,Shiselweni,tmax,Mar 26,28.972
Mbangweni,Shiselweni,tmax,Apr 26,28.684
Mbangweni,Shiselweni,tmax,May 26,33.686
Mbangweni,Shiselweni,tmin,Jun 25,10.218
Mbangweni,Shiselweni,tmin,Jul 25,10.22
Mbangweni,Shiselweni,tmin,Aug 25,10.222
Mbangweni,Shiselweni,tmin,Sep 25,10.224
Mbangweni,Shiselweni,tmin,Oct 25,10.226
Mbangweni,Shiselweni,tmin,Nov 25,15.228
Mbangweni,Shiselweni,tmin,Dec 25,15.23
Mbangweni,Shiselweni,tmin,Jan 26,15.232
Mbangweni,Shiselweni,tmin,Feb 26,15.234
Mbangweni,Shiselweni,tmin,Mar 26,15.236
Mbangweni,Shiselweni,tmin,Apr 26,15.396
Mbangweni,Shiselweni,tmin,May 26,10.398
Mbangweni,Shiselweni,spi3,Jun 25,-0.224
Mbangweni,Shiselweni,spi3,Jul 25,-0.333
Mbangweni,Shiselweni,spi3,Aug 25,-0.441
Mbangweni,Shiselweni,spi3,Sep 25,-0.55
Mbangweni,Shiselweni,spi3,Oct 25,-0.658
Mbangweni,Shiselweni,spi3,Nov 25,-0.767
Mbangweni,Shiselweni,spi3,Dec 25,-0.876
Mbangweni,Shiselweni,spi3,Jan 26,-0.984
Mbangweni,Shiselweni,spi3,Feb 26,-1.093
Mbangweni,Shiselweni,spi3,Mar 26,-1.201
Mbangweni,Shiselweni,spi3,Apr 26,-1.182
Mbangweni,Shiselweni,spi3,May 26,-1.291
Mbangweni,Shiselweni,iks_submissions,Jun 25,7
Mbangweni,Shiselweni,iks_submissions,Jul 25,7
Mbangweni,Shiselweni,iks_submissions,Aug 25,8
Mbangweni,Shiselweni,iks_submissions,Sep 25,8
Mbangweni,Shiselweni,iks_submissions,Oct 25,9
Mbangweni,Shiselweni,iks_submissions,Nov 25,9
Mbangweni,Shiselweni,iks_submissions,Dec 25,10
Mbangweni,Shiselweni,iks_submissions,Jan 26,10
Mbangweni,Shiselweni,iks_submissions,Feb 26,11
Mbangweni,Shiselweni,iks_submissions,Mar 26,11
Mbangweni,Shiselweni,iks_submissions,Apr 26,14
Mbangweni,Shiselweni,iks_submissions,May 26,14
Mbangweni,Shiselweni,iks_drought,Jun 25,5
Mbangweni,Shiselweni,iks_drought,Jul 25,6
Mbangweni,Shiselweni,iks_drought,Aug 25,6
Mbangweni,Shiselweni,iks_drought,Sep 25,6
Mbangweni,Shiselweni,iks_drought,Oct 25,7
Mbangweni,Shiselweni,iks_drought,Nov 25,7
Mbangweni,Shiselweni,iks_drought,Dec 25,7
Mbangweni,Shiselweni,iks_drought,Jan 26,8
Mbangweni,Shiselweni,iks_drought,Feb 26,8
Mbangweni,Shiselweni,iks_drought,Mar 26,8
Mbangweni,Shiselweni,iks_drought,Apr 26,9
Mbangweni,Shiselweni,iks_drought,May 26,9
Sandleni,Shiselweni,chirps,Jun 25,13.048
Sandleni,Shiselweni,chirps,Jul 25,13.034
Sandleni,Shiselweni,chirps,Aug 25,13.02
Sandleni,Shiselweni,chirps,Sep 25,13.006
Sandleni,Shiselweni,chirps,Oct 25,12.992
Sandleni,Shiselweni,chirps,Nov 25,63.08
Sandleni,Shiselweni,chirps,Dec 25,63.04
Sandleni,Shiselweni,chirps,Jan 26,63
Sandleni,Shiselweni,chirps,Feb 26,62.96
Sandleni,Shiselweni,chirps,Mar 26,62.92
Sandleni,Shiselweni,chirps,Apr 26,77.72
Sandleni,Shiselweni,chirps,May 26,18.116
Sandleni,Shiselweni,ndvi,Jun 25,0.242
Sandleni,Shiselweni,ndvi,Jul 25,0.243
Sandleni,Shiselweni,ndvi,Aug 25,0.243
Sandleni,Shiselweni,ndvi,Sep 25,0.243
Sandleni,Shiselweni,ndvi,Oct 25,0.243
Sandleni,Shiselweni,ndvi,Nov 25,0.483
Sandleni,Shiselweni,ndvi,Dec 25,0.483
Sandleni,Shiselweni,ndvi,Jan 26,0.483
Sandleni,Shiselweni,ndvi,Feb 26,0.483
Sandleni,Shiselweni,ndvi,Mar 26,0.483
Sandleni,Shiselweni,ndvi,Apr 26,0.487
Sandleni,Shiselweni,ndvi,May 26,0.247
Sandleni,Shiselweni,lst,Jun 25,33.102
Sandleni,Shiselweni,lst,Jul 25,33.105
Sandleni,Shiselweni,lst,Aug 25,33.108
Sandleni,Shiselweni,lst,Sep 25,33.111
Sandleni,Shiselweni,lst,Oct 25,33.114
Sandleni,Shiselweni,lst,Nov 25,27.117
Sandleni,Shiselweni,lst,Dec 25,27.12
Sandleni,Shiselweni,lst,Jan 26,27.123
Sandleni,Shiselweni,lst,Feb 26,27.126
Sandleni,Shiselweni,lst,Mar 26,27.129
Sandleni,Shiselweni,lst,Apr 26,25.233
Sandleni,Shiselweni,lst,May 26,31.236
Sandleni,Shiselweni,smap,Jun 25,0.083
Sandleni,Shiselweni,smap,Jul 25,0.083
Sandleni,Shiselweni,smap,Aug 25,0.083
Sandleni,Shiselweni,smap,Sep 25,0.083
Sandleni,Shiselweni,smap,Oct 25,0.083
Sandleni,Shiselweni,smap,Nov 25,0.253
Sandleni,Shiselweni,smap,Dec 25,0.254
Sandleni,Shiselweni,smap,Jan 26,0.254
Sandleni,Shiselweni,smap,Feb 26,0.254
Sandleni,Shiselweni,smap,Mar 26,0.254
Sandleni,Shiselweni,smap,Apr 26,0.246
Sandleni,Shiselweni,smap,May 26,0.076
Sandleni,Shiselweni,precip_station,Jun 25,14.76
Sandleni,Shiselweni,precip_station,Jul 25,14.776
Sandleni,Shiselweni,precip_station,Aug 25,14.792
Sandleni,Shiselweni,precip_station,Sep 25,14.808
Sandleni,Shiselweni,precip_station,Oct 25,14.823
Sandleni,Shiselweni,precip_station,Nov 25,65.913
Sandleni,Shiselweni,precip_station,Dec 25,65.963
Sandleni,Shiselweni,precip_station,Jan 26,66.014
Sandleni,Shiselweni,precip_station,Feb 26,66.065
Sandleni,Shiselweni,precip_station,Mar 26,66.116
Sandleni,Shiselweni,precip_station,Apr 26,75.307
Sandleni,Shiselweni,precip_station,May 26,17.817
Sandleni,Shiselweni,tmax,Jun 25,33.918
Sandleni,Shiselweni,tmax,Jul 25,33.92
Sandleni,Shiselweni,tmax,Aug 25,33.922
Sandleni,Shiselweni,tmax,Sep 25,33.924
Sandleni,Shiselweni,tmax,Oct 25,33.926
Sandleni,Shiselweni,tmax,Nov 25,28.928
Sandleni,Shiselweni,tmax,Dec 25,28.93
Sandleni,Shiselweni,tmax,Jan 26,28.932
Sandleni,Shiselweni,tmax,Feb 26,28.934
Sandleni,Shiselweni,tmax,Mar 26,28.936
Sandleni,Shiselweni,tmax,Apr 26,28.456
Sandleni,Shiselweni,tmax,May 26,33.458
Sandleni,Shiselweni,tmin,Jun 25,10.182
Sandleni,Shiselweni,tmin,Jul 25,10.184
Sandleni,Shiselweni,tmin,Aug 25,10.186
Sandleni,Shiselweni,tmin,Sep 25,10.188
Sandleni,Shiselweni,tmin,Oct 25,10.19
Sandleni,Shiselweni,tmin,Nov 25,15.192
Sandleni,Shiselweni,tmin,Dec 25,15.194
Sandleni,Shiselweni,tmin,Jan 26,15.196
Sandleni,Shiselweni,tmin,Feb 26,15.198
Sandleni,Shiselweni,tmin,Mar 26,15.2
Sandleni,Shiselweni,tmin,Apr 26,15.168
Sandleni,Shiselweni,tmin,May 26,10.17
Sandleni,Shiselweni,spi3,Jun 25,-0.233
Sandleni,Shiselweni,spi3,Jul 25,-0.342
Sandleni,Shiselweni,spi3,Aug 25,-0.45
Sandleni,Shiselweni,spi3,Sep 25,-0.559
Sandleni,Shiselweni,spi3,Oct 25,-0.667
Sandleni,Shiselweni,spi3,Nov 25,-0.776
Sandleni,Shiselweni,spi3,Dec 25,-0.885
Sandleni,Shiselweni,spi3,Jan 26,-0.993
Sandleni,Shiselweni,spi3,Feb 26,-1.102
Sandleni,Shiselweni,spi3,Mar 26,-1.21
Sandleni,Shiselweni,spi3,Apr 26,-1.239
Sandleni,Shiselweni,spi3,May 26,-1.348
Sandleni,Shiselweni,iks_submissions,Jun 25,9
Sandleni,Shiselweni,iks_submissions,Jul 25,9
Sandleni,Shiselweni,iks_submissions,Aug 25,10
Sandleni,Shiselweni,iks_submissions,Sep 25,10
Sandleni,Shiselweni,iks_submissions,Oct 25,11
Sandleni,Shiselweni,iks_submissions,Nov 25,11
Sandleni,Shiselweni,iks_submissions,Dec 25,12
Sandleni,Shiselweni,iks_submissions,Jan 26,12
Sandleni,Shiselweni,iks_submissions,Feb 26,13
Sandleni,Shiselweni,iks_submissions,Mar 26,13
Sandleni,Shiselweni,iks_submissions,Apr 26,13
Sandleni,Shiselweni,iks_submissions,May 26,13
Sandleni,Shiselweni,iks_drought,Jun 25,4
Sandleni,Shiselweni,iks_drought,Jul 25,4
Sandleni,Shiselweni,iks_drought,Aug 25,4
Sandleni,Shiselweni,iks_drought,Sep 25,5
Sandleni,Shiselweni,iks_drought,Oct 25,5
Sandleni,Shiselweni,iks_drought,Nov 25,5
Sandleni,Shiselweni,iks_drought,Dec 25,6
Sandleni,Shiselweni,iks_drought,Jan 26,6
Sandleni,Shiselweni,iks_drought,Feb 26,6
Sandleni,Shiselweni,iks_drought,Mar 26,7
Sandleni,Shiselweni,iks_drought,Apr 26,8
Sandleni,Shiselweni,iks_drought,May 26,8
Gilgal,Lubombo,chirps,Jun 25,12.236
Gilgal,Lubombo,chirps,Jul 25,12.222
Gilgal,Lubombo,chirps,Aug 25,12.208
Gilgal,Lubombo,chirps,Sep 25,12.194
Gilgal,Lubombo,chirps,Oct 25,12.18
Gilgal,Lubombo,chirps,Nov 25,60.76
Gilgal,Lubombo,chirps,Dec 25,60.72
Gilgal,Lubombo,chirps,Jan 26,60.68
Gilgal,Lubombo,chirps,Feb 26,60.64
Gilgal,Lubombo,chirps,Mar 26,60.6
Gilgal,Lubombo,chirps,Apr 26,52.6
Gilgal,Lubombo,chirps,May 26,9.296
Gilgal,Lubombo,ndvi,Jun 25,0.234
Gilgal,Lubombo,ndvi,Jul 25,0.234
Gilgal,Lubombo,ndvi,Aug 25,0.234
Gilgal,Lubombo,ndvi,Sep 25,0.234
Gilgal,Lubombo,ndvi,Oct 25,0.234
Gilgal,Lubombo,ndvi,Nov 25,0.474
Gilgal,Lubombo,ndvi,Dec 25,0.474
Gilgal,Lubombo,ndvi,Jan 26,0.474
Gilgal,Lubombo,ndvi,Feb 26,0.473
Gilgal,Lubombo,ndvi,Mar 26,0.473
Gilgal,Lubombo,ndvi,Apr 26,0.499
Gilgal,Lubombo,ndvi,May 26,0.259
Gilgal,Lubombo,lst,Jun 25,32.772
Gilgal,Lubombo,lst,Jul 25,32.769
Gilgal,Lubombo,lst,Aug 25,32.766
Gilgal,Lubombo,lst,Sep 25,32.763
Gilgal,Lubombo,lst,Oct 25,32.76
Gilgal,Lubombo,lst,Nov 25,26.757
Gilgal,Lubombo,lst,Dec 25,26.754
Gilgal,Lubombo,lst,Jan 26,26.751
Gilgal,Lubombo,lst,Feb 26,26.748
Gilgal,Lubombo,lst,Mar 26,26.745
Gilgal,Lubombo,lst,Apr 26,26.865
Gilgal,Lubombo,lst,May 26,32.862
Gilgal,Lubombo,smap,Jun 25,0.089
Gilgal,Lubombo,smap,Jul 25,0.089
Gilgal,Lubombo,smap,Aug 25,0.089
Gilgal,Lubombo,smap,Sep 25,0.089
Gilgal,Lubombo,smap,Oct 25,0.089
Gilgal,Lubombo,smap,Nov 25,0.259
Gilgal,Lubombo,smap,Dec 25,0.259
Gilgal,Lubombo,smap,Jan 26,0.259
Gilgal,Lubombo,smap,Feb 26,0.259
Gilgal,Lubombo,smap,Mar 26,0.259
Gilgal,Lubombo,smap,Apr 26,0.251
Gilgal,Lubombo,smap,May 26,0.081
Gilgal,Lubombo,precip_station,Jun 25,6.956
Gilgal,Lubombo,precip_station,Jul 25,6.969
Gilgal,Lubombo,precip_station,Aug 25,6.982
Gilgal,Lubombo,precip_station,Sep 25,6.995
Gilgal,Lubombo,precip_station,Oct 25,7.008
Gilgal,Lubombo,precip_station,Nov 25,40.755
Gilgal,Lubombo,precip_station,Dec 25,40.797
Gilgal,Lubombo,precip_station,Jan 26,40.839
Gilgal,Lubombo,precip_station,Feb 26,40.882
Gilgal,Lubombo,precip_station,Mar 26,40.924
Gilgal,Lubombo,precip_station,Apr 26,34.069
Gilgal,Lubombo,precip_station,May 26,4.991
Gilgal,Lubombo,tmax,Jun 25,33.414
Gilgal,Lubombo,tmax,Jul 25,33.412
Gilgal,Lubombo,tmax,Aug 25,33.41
Gilgal,Lubombo,tmax,Sep 25,33.408
Gilgal,Lubombo,tmax,Oct 25,33.406
Gilgal,Lubombo,tmax,Nov 25,28.404
Gilgal,Lubombo,tmax,Dec 25,28.402
Gilgal,Lubombo,tmax,Jan 26,28.4
Gilgal,Lubombo,tmax,Feb 26,28.398
Gilgal,Lubombo,tmax,Mar 26,28.396
Gilgal,Lubombo,tmax,Apr 26,28.684
Gilgal,Lubombo,tmax,May 26,33.686
Gilgal,Lubombo,tmin,Jun 25,10.15
Gilgal,Lubombo,tmin,Jul 25,10.148
Gilgal,Lubombo,tmin,Aug 25,10.146
Gilgal,Lubombo,tmin,Sep 25,10.144
Gilgal,Lubombo,tmin,Oct 25,10.142
Gilgal,Lubombo,tmin,Nov 25,15.14
Gilgal,Lubombo,tmin,Dec 25,15.138
Gilgal,Lubombo,tmin,Jan 26,15.136
Gilgal,Lubombo,tmin,Feb 26,15.134
Gilgal,Lubombo,tmin,Mar 26,15.132
Gilgal,Lubombo,tmin,Apr 26,15.396
Gilgal,Lubombo,tmin,May 26,10.398
Gilgal,Lubombo,spi3,Jun 25,-0.184
Gilgal,Lubombo,spi3,Jul 25,-0.294
Gilgal,Lubombo,spi3,Aug 25,-0.403
Gilgal,Lubombo,spi3,Sep 25,-0.513
Gilgal,Lubombo,spi3,Oct 25,-0.622
Gilgal,Lubombo,spi3,Nov 25,-0.732
Gilgal,Lubombo,spi3,Dec 25,-0.842
Gilgal,Lubombo,spi3,Jan 26,-0.951
Gilgal,Lubombo,spi3,Feb 26,-1.061
Gilgal,Lubombo,spi3,Mar 26,-1.17
Gilgal,Lubombo,spi3,Apr 26,-1.182
Gilgal,Lubombo,spi3,May 26,-1.291
Gilgal,Lubombo,iks_submissions,Jun 25,9
Gilgal,Lubombo,iks_submissions,Jul 25,9
Gilgal,Lubombo,iks_submissions,Aug 25,10
Gilgal,Lubombo,iks_submissions,Sep 25,10
Gilgal,Lubombo,iks_submissions,Oct 25,10
Gilgal,Lubombo,iks_submissions,Nov 25,11
Gilgal,Lubombo,iks_submissions,Dec 25,11
Gilgal,Lubombo,iks_submissions,Jan 26,12
Gilgal,Lubombo,iks_submissions,Feb 26,12
Gilgal,Lubombo,iks_submissions,Mar 26,13
Gilgal,Lubombo,iks_submissions,Apr 26,11
Gilgal,Lubombo,iks_submissions,May 26,12
Gilgal,Lubombo,iks_drought,Jun 25,6
Gilgal,Lubombo,iks_drought,Jul 25,6
Gilgal,Lubombo,iks_drought,Aug 25,7
Gilgal,Lubombo,iks_drought,Sep 25,7
Gilgal,Lubombo,iks_drought,Oct 25,7
Gilgal,Lubombo,iks_drought,Nov 25,8
Gilgal,Lubombo,iks_drought,Dec 25,8
Gilgal,Lubombo,iks_drought,Jan 26,8
Gilgal,Lubombo,iks_drought,Feb 26,9
Gilgal,Lubombo,iks_drought,Mar 26,9
Gilgal,Lubombo,iks_drought,Apr 26,10
Gilgal,Lubombo,iks_drought,May 26,10
Phondo,Manzini,chirps,Jun 25,16.332
Phondo,Manzini,chirps,Jul 25,16.346
Phondo,Manzini,chirps,Aug 25,16.36
Phondo,Manzini,chirps,Sep 25,16.374
Phondo,Manzini,chirps,Oct 25,16.388
Phondo,Manzini,chirps,Nov 25,78.72
Phondo,Manzini,chirps,Dec 25,78.76
Phondo,Manzini,chirps,Jan 26,78.8
Phondo,Manzini,chirps,Feb 26,78.84
Phondo,Manzini,chirps,Mar 26,78.88
Phondo,Manzini,chirps,Apr 26,76.32
Phondo,Manzini,chirps,May 26,15.576
Phondo,Manzini,ndvi,Jun 25,0.283
Phondo,Manzini,ndvi,Jul 25,0.283
Phondo,Manzini,ndvi,Aug 25,0.283
Phondo,Manzini,ndvi,Sep 25,0.283
Phondo,Manzini,ndvi,Oct 25,0.283
Phondo,Manzini,ndvi,Nov 25,0.523
Phondo,Manzini,ndvi,Dec 25,0.523
Phondo,Manzini,ndvi,Jan 26,0.523
Phondo,Manzini,ndvi,Feb 26,0.523
Phondo,Manzini,ndvi,Mar 26,0.524
Phondo,Manzini,ndvi,Apr 26,0.519
Phondo,Manzini,ndvi,May 26,0.279
Phondo,Manzini,lst,Jun 25,31.5
Phondo,Manzini,lst,Jul 25,31.503
Phondo,Manzini,lst,Aug 25,31.506
Phondo,Manzini,lst,Sep 25,31.509
Phondo,Manzini,lst,Oct 25,31.512
Phondo,Manzini,lst,Nov 25,25.515
Phondo,Manzini,lst,Dec 25,25.518
Phondo,Manzini,lst,Jan 26,25.521
Phondo,Manzini,lst,Feb 26,25.524
Phondo,Manzini,lst,Mar 26,25.527
Phondo,Manzini,lst,Apr 26,25.239
Phondo,Manzini,lst,May 26,31.242
Phondo,Manzini,smap,Jun 25,0.109
Phondo,Manzini,smap,Jul 25,0.109
Phondo,Manzini,smap,Aug 25,0.109
Phondo,Manzini,smap,Sep 25,0.109
Phondo,Manzini,smap,Oct 25,0.11
Phondo,Manzini,smap,Nov 25,0.28
